model_loss,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold,optimization_metric
Random Forest_Tversky,0.9899916597164303,0.9916247906197655,0.988313856427379,0.9899665551839465,0.988313856427379,0.9916666666666667,0.39473684210526316,tpr
