model_loss,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold
Random_Forest_Dice_Loss,0.9732620320855615,0.9836065573770492,0.9625668449197861,0.972972972972973,0.9625668449197861,0.983957219251337,0.6473684210526316
