longitude,latitude,bias_weight
78.08192,13.340592,0.607871720116618
76.802829,11.712783,0.5816326530612245
75.898211,11.094523,0.5222634508348795
85.805538,20.297723,1.5
77.534118,13.344062,0.607871720116618
77.876099,10.092525,0.5816326530612245
76.735817,10.98303,0.5816326530612245
93.777991,25.873905,0.6673469387755102
88.324928,22.771429,0.6904761904761905
91.692706,26.188911,1.0
72.929062,18.882597,0.5222634508348795
77.6064,12.851347,0.5816326530612245
94.049833,25.300237,0.6904761904761905
77.822593,12.863982,0.5816326530612245
77.709866,12.800752,0.5816326530612245
76.577896,8.887424,0.5222634508348795
74.98175,15.434943,0.607871720116618
77.679887,12.986685,0.5816326530612245
71.395842,25.755347,1.0
90.276604,25.601878,0.6673469387755102
77.703989,12.989301,0.5816326530612245
94.176793,26.718243,1.0
77.679779,12.986656,0.5816326530612245
81.763114,19.562449,0.5
81.043518,23.729218,0.5335276967930029
78.523699,17.364571,0.5583090379008746
91.778246,26.191022,1.0
77.272023,8.959087,0.5816326530612245
75.920738,11.770599,0.5424489795918367
77.744314,29.545822,0.607871720116618
77.438296,12.936957,0.5816326530612245
73.365756,24.90236,0.5816326530612245
76.311578,10.868161,0.5222634508348795
77.603214,13.523959,0.607871720116618
76.30349,10.432928,0.5222634508348795
76.642109,27.571698,0.5816326530612245
75.99186,10.774631,0.5222634508348795
92.90332,24.866344,0.6904761904761905
77.261304,11.506105,0.5816326530612245
88.413408,23.24737,0.6904761904761905
77.713072,12.913765,0.5816326530612245
83.327088,17.765719,0.5
77.781064,12.744561,0.5816326530612245
76.905512,11.03557,0.5816326530612245
84.124036,22.565692,0.5583090379008746
78.574847,17.410634,0.5583090379008746
73.649022,29.767686,1.0
93.931187,24.847281,0.6904761904761905
77.505156,13.037489,0.5816326530612245
77.716147,12.953842,0.5816326530612245
85.270812,21.966241,0.5
93.739209,27.126934,0.5979591836734693
77.803597,13.025925,0.5816326530612245
77.557385,12.879898,0.5816326530612245
76.133048,11.182002,0.5424489795918367
76.091406,10.53523,0.5222634508348795
76.311987,11.975597,0.5816326530612245
78.183155,29.787975,0.607871720116618
94.222123,27.993973,0.5979591836734693
93.940575,26.522085,1.0
77.606433,12.851231,0.5816326530612245
76.303993,10.425466,0.5222634508348795
89.264687,26.649574,0.6904761904761905
73.00429,19.115103,0.5222634508348795
94.049814,25.300195,0.6904761904761905
93.817354,25.850446,0.6673469387755102
77.579924,12.861055,0.5816326530612245
77.109171,28.641558,0.607871720116618
77.640026,10.298845,0.5816326530612245
75.444516,11.806434,0.5222634508348795
77.040632,8.837175,0.5816326530612245
77.486867,12.747012,0.5816326530612245
87.921246,23.220918,0.6904761904761905
93.753919,25.967231,1.0
76.576964,9.387158,0.5222634508348795
74.904618,12.805267,0.5222634508348795
77.444398,13.089587,0.607871720116618
94.925154,27.479905,1.0
94.222634,27.993619,0.5979591836734693
94.925665,27.467426,1.0
76.932418,8.497597,0.5222634508348795
75.657206,12.421339,0.5424489795918367
82.008508,19.08315,0.8061224489795917
94.100042,25.686508,0.6904761904761905
76.921556,11.382664,0.5816326530612245
93.926271,24.854524,0.6904761904761905
82.989347,25.267562,0.607871720116618
77.553547,13.070975,0.5816326530612245
77.664893,12.915971,0.5816326530612245
77.670219,12.874338,0.5816326530612245
93.738938,27.12724,0.5979591836734693
78.531078,12.005707,0.5816326530612245
92.749994,24.687953,0.6904761904761905
77.580196,12.86113,0.5816326530612245
74.48333,15.45,0.5979591836734693
88.36667,22.53333,0.9795918367346939
88.36667,22.53333,0.9795918367346939
76.227567,10.474967,0.5222634508348795
75.669078,13.969284,0.619309262166405
88.36667,22.53333,0.9795918367346939
73.658333,17.923611,0.5979591836734693
76.516667,11.25,0.5424489795918367
76.463889,32.163889,0.5424489795918367
73.658333,17.923611,0.5979591836734693
75.733333,12.433333,0.5424489795918367
92.39,23.44,0.6904761904761905
75.7397,12.4209,0.5424489795918367
78.933333,29.966667,0.5424489795918367
88.290833,22.558611,0.6904761904761905
85.166667,25.6,0.6904761904761905
88.290833,22.558611,0.6904761904761905
78.029,30.318,0.607871720116618
75.034441,26.628338,0.5816326530612245
76.937917,10.358831,0.5424489795918367
77.683048,13.371785,0.607871720116618
76.7,11.416667,0.5424489795918367
77.216667,28.633333,0.607871720116618
76.755556,11.371389,0.5424489795918367
77.7,28.99,0.607871720116618
78.177211,11.684122,0.5816326530612245
91.633333,25.583333,0.6673469387755102
85.79936,20.201152,1.5
77.575808,13.07587,0.5816326530612245
76.430095,9.617545,0.5222634508348795
88.466954,22.606702,0.9795918367346939
75.853833,25.185022,0.5816326530612245
77.578515,13.080072,0.5816326530612245
75.936549,12.443636,0.5424489795918367
76.936638,8.524139,0.5222634508348795
78.428474,17.420813,0.5583090379008746
75.852827,25.186562,0.5816326530612245
87.006709,22.988561,0.5583090379008746
83.346377,17.766112,0.5
75.449039,12.259812,0.5424489795918367
73.413477,18.438644,0.5979591836734693
77.682725,12.919519,0.5816326530612245
88.661423,23.540903,0.6904761904761905
76.776932,10.050983,0.5424489795918367
74.814651,14.59052,0.5979591836734693
75.690865,12.147442,0.5424489795918367
83.324159,17.728721,0.5
75.665029,12.841073,0.5979591836734693
78.545876,17.424452,0.5583090379008746
92.649233,23.739599,0.6904761904761905
79.819305,11.884133,0.7565597667638484
73.791917,17.920113,0.619309262166405
77.639054,13.05781,0.5816326530612245
74.867137,12.818445,0.5222634508348795
77.466409,12.885588,0.5816326530612245
73.091926,19.223449,0.619309262166405
74.365542,14.707099,0.619309262166405
82.141825,22.12679,0.5
75.659142,12.930136,0.5979591836734693
75.968633,11.984862,0.5424489795918367
77.608414,13.122744,0.607871720116618
78.224167,17.501944,0.5583090379008746
77.974267,30.285436,0.607871720116618
77.606918,13.091488,0.5816326530612245
73.814153,18.498587,0.5335276967930029
75.533512,21.042976,0.607871720116618
74.68671,19.154395,0.607871720116618
77.662437,12.90276,0.5816326530612245
75.879696,11.968736,0.5424489795918367
81.095243,16.710656,0.5583090379008746
79.804326,28.302166,0.607871720116618
71.16054,22.079583,0.607871720116618
78.207054,10.588978,0.5816326530612245
75.025403,15.436694,0.607871720116618
77.029175,20.69759,0.5583090379008746
75.852473,25.186933,0.5816326530612245
72.827717,19.051542,0.5222634508348795
76.894322,10.353024,0.5424489795918367
76.955397,10.326973,0.5424489795918367
73.583323,25.147836,0.5816326530612245
73.388553,18.701228,0.5979591836734693
83.327332,21.822557,0.8061224489795917
78.452251,17.35059,0.5583090379008746
73.468655,18.473896,0.5979591836734693
70.76158,21.004381,0.5816326530612245
75.5692,21.009429,0.607871720116618
74.001914,15.723794,0.619309262166405
76.427384,10.302143,0.5222634508348795
75.832514,25.219307,0.5816326530612245
76.855163,10.347791,0.5424489795918367
74.366906,14.511966,0.5222634508348795
76.411548,26.054615,0.5816326530612245
79.362702,13.625052,0.607871720116618
78.354153,17.455522,0.5583090379008746
78.419267,22.460532,0.5
73.990819,15.395023,0.5222634508348795
75.835592,25.219399,0.5816326530612245
76.033932,25.325807,0.5816326530612245
72.99019,18.168232,0.5222634508348795
78.426313,17.420687,0.5583090379008746
76.868293,10.343241,0.5424489795918367
75.109605,27.620125,0.607871720116618
79.415794,13.618525,0.607871720116618
83.320313,21.825611,0.8061224489795917
77.213328,28.619614,0.607871720116618
78.359685,17.434619,0.5583090379008746
92.669953,23.740281,0.6904761904761905
75.856397,25.186555,0.5816326530612245
73.509049,18.491954,0.5979591836734693
73.440913,18.471581,0.5979591836734693
78.681631,10.609691,0.607871720116618
77.493805,12.875953,0.5816326530612245
80.209983,13.109351,0.7565597667638484
76.861048,10.240545,0.5424489795918367
83.300095,17.707286,0.5
75.390944,13.361054,0.5979591836734693
73.818307,18.269174,0.5335276967930029
74.012249,15.924171,0.5979591836734693
81.23123,16.779743,0.5583090379008746
76.837147,10.312804,0.5424489795918367
77.610302,14.233229,0.607871720116618
73.629247,15.910811,0.5222634508348795
78.073178,17.615378,0.5583090379008746
81.596809,20.88876,0.5
76.951248,10.295271,0.5424489795918367
76.032119,25.327446,0.5816326530612245
76.959442,10.330206,0.5424489795918367
77.682639,12.915834,0.5816326530612245
76.601647,8.870094,0.5222634508348795
76.581014,11.289805,0.5424489795918367
75.853571,25.188628,0.5816326530612245
92.740603,11.699606,0.7193877551020408
73.17603,18.739161,0.619309262166405
75.574613,11.994129,0.5424489795918367
75.804002,12.194984,0.5424489795918367
78.434585,22.467445,0.5
78.337619,17.361622,0.5583090379008746
71.168258,22.488092,0.607871720116618
83.312042,21.819218,0.8061224489795917
77.569273,13.013887,0.5816326530612245
76.31912,9.715703,0.5222634508348795
77.236912,28.611177,0.607871720116618
72.934801,19.136702,0.5222634508348795
82.655337,19.896897,0.8061224489795917
72.831808,18.927635,0.5222634508348795
77.262089,8.695128,0.5424489795918367
93.975318,26.680315,1.0
76.434462,26.039683,0.5816326530612245
77.721588,12.968238,0.5816326530612245
74.499696,14.796386,0.5979591836734693
78.066061,14.229303,0.607871720116618
79.077698,12.322247,0.5816326530612245
75.665029,12.841073,0.5979591836734693
80.244589,13.024061,0.7565597667638484
77.376694,12.085031,0.5816326530612245
78.469803,17.397913,0.5583090379008746
77.464078,13.162835,0.607871720116618
73.323303,16.874821,0.5222634508348795
78.482574,17.414916,0.5583090379008746
76.319121,9.715705,0.5222634508348795
74.663975,19.165892,0.607871720116618
73.647734,17.930729,0.5979591836734693
75.665029,12.841073,0.5979591836734693
75.476108,12.70253,0.5979591836734693
77.508911,12.857187,0.5816326530612245
76.0834,11.703205,0.5424489795918367
73.388553,18.701228,0.5979591836734693
75.518692,12.111867,0.5424489795918367
83.312721,21.819958,0.8061224489795917
72.8257,19.054788,0.5222634508348795
76.865286,11.007971,0.5816326530612245
77.508423,27.186985,0.607871720116618
73.356961,18.995219,0.5979591836734693
75.565612,20.979018,0.607871720116618
75.807154,26.841364,0.5816326530612245
76.375937,10.776729,0.5222634508348795
75.030705,13.477471,0.5979591836734693
77.779624,11.709725,0.5816326530612245
91.436443,26.441231,1.0
77.674033,12.993267,0.5816326530612245
75.559047,21.023135,0.607871720116618
77.577095,13.067785,0.5816326530612245
