model_loss,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold
Random_Forest_Dice_Loss,0.9951171875,0.9922330097087378,0.998046875,0.9951314508276533,0.998046875,0.9921875,0.39473684210526316
Random_Forest_Focal_Loss,0.9951171875,0.9922330097087378,0.998046875,0.9951314508276533,0.998046875,0.9921875,0.39473684210526316
Random_Forest_Tversky_Loss,0.9951171875,0.9922330097087378,0.998046875,0.9951314508276533,0.998046875,0.9921875,0.39473684210526316
Logistic_Regression_Dice_Loss,0.9130859375,0.8783542039355993,0.958984375,0.9169000933706816,0.958984375,0.8671875,0.39473684210526316
Logistic_Regression_Focal_Loss,0.734375,0.98,0.478515625,0.6430446194225722,0.478515625,0.990234375,0.9
Logistic_Regression_Tversky_Loss,0.9091796875,0.8630849220103987,0.97265625,0.9146005509641874,0.97265625,0.845703125,0.3526315789473684
Weighted_Logistic_Regression_Dice_Loss,0.904296875,0.8736462093862816,0.9453125,0.9080675422138836,0.9453125,0.86328125,0.39473684210526316
Weighted_Logistic_Regression_Focal_Loss,0.720703125,0.9829059829059829,0.44921875,0.6166219839142091,0.44921875,0.9921875,0.9
Weighted_Logistic_Regression_Tversky_Loss,0.904296875,0.8736462093862816,0.9453125,0.9080675422138836,0.9453125,0.86328125,0.39473684210526316
