model_loss,ecoregion,accuracy,precision,recall,f1,tpr,tnr,optimal_threshold,optimization_metric
Random Forest_Dice,Karakoram_West_Tibetan_Plateau_alpine_steppe,0.9183673469387755,0.8867924528301887,0.9591836734693877,0.9215686274509803,0.9591836734693877,0.8775510204081632,0.4789473684210527,tnr
