longitude,latitude,annual_mean_temperature,mean_diurnal_range,isothermality,temperature_seasonality,max_temperature_warmest_month,min_temperature_coldest_month,temperature_annual_range,mean_temperature_wettest_quarter,mean_temperature_driest_quarter,mean_temperature_warmest_quarter,mean_temperature_coldest_quarter,annual_precipitation,precipitation_wettest_month,precipitation_driest_month,precipitation_seasonality,precipitation_wettest_quarter,precipitation_driest_quarter,precipitation_warmest_quarter,precipitation_coldest_quarter,aridity_index,topsoil_ph,subsoil_ph,topsoil_texture,subsoil_texture,elevation
80.214317,30.329218,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1250801796023091,0.058235294117647,0.6666666666666666,0.2407407407407407,0.0809278350515464,0.890625,0.6024096385542169,0.0643564356435643,0.3979607423814252,1.0,0.0,1.0,0.0,1.0
88.159782,27.312317,0.3564356435643564,0.5918367346938775,0.1379310344827586,0.7048316922372339,0.1614906832298136,0.3333333333333333,0.5833333333333334,0.4041095890410959,0.2448132780082987,0.3291139240506329,0.3269230769230769,0.3491554415223434,0.2535294117647059,0.2,0.5092592592592593,0.2925257731958763,0.3125,1.0,0.0112761276127612,0.4823569846482853,0.6710526274512019,0.6933333079020182,1.0,0.75,0.5422018348623853
80.233391,30.077158,0.292079207920792,0.979591836734694,0.0689655172413793,0.905656056789558,0.3416149068322981,0.2417582417582417,0.9294871794871796,0.3219178082191781,0.2489626556016597,0.3164556962025316,0.2423076923076923,0.1460337823391062,0.0905882352941176,0.4666666666666667,0.3703703703703703,0.1136597938144329,0.7890625,0.3292929292929293,0.0481298129812981,0.3567937065607576,1.0,0.0,1.0,0.0,0.6764525993883792
92.087035,27.515913,0.0,1.0,0.2068965517241379,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.4814814814814814,0.0,0.0546875,0.1717171717171717,0.0016501650165016,0.0407087756816619,0.8289474039196643,0.0,1.0,0.0,1.0
88.269437,26.997232,0.2966101694915254,0.2613636363636363,0.0,0.6813279763163459,0.1,0.3813559322033898,0.4423076923076923,0.2727272727272727,0.3057324840764331,0.2445652173913043,0.2837837837837837,0.3257790368271954,0.2478777589134125,0.1666666666666666,0.5092592592592593,0.2621383647798742,0.3125,0.8734006734006734,0.0118261826182618,0.60849308790957,0.6578947450975964,0.6933333079020182,1.0,0.4166666666666667,0.6129514321295143
88.376462,27.172875,0.4957627118644068,0.2613636363636363,0.0689655172413793,0.6216959187989004,0.3263157894736842,0.5282485875706214,0.3990384615384615,0.5272727272727272,0.4617834394904458,0.4728260869565217,0.4560810810810811,0.4585188182921894,0.3565365025466893,0.1666666666666666,0.5833333333333334,0.3922012578616352,0.28125,1.0,0.0107260726072607,0.5600702665546475,0.7105263372537505,0.6933333079020182,0.5,1.0,0.4151930261519302
77.697089,33.909836,0.0,0.8863636363636364,0.0,1.0,0.2,0.0,1.0,0.0484848484848484,0.0031847133757961,0.0597826086956521,0.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.125,0.0,0.0082508250825082,0.0,0.8684210509804807,0.9333333333333332,1.0,0.75,0.9474470734744708
80.209435,30.286596,0.2727272727272727,0.5454545454545454,0.1944444444444444,0.5469987228607919,0.2052631578947368,0.3483709273182957,0.5257731958762887,0.1636363636363636,0.267515923566879,0.1902173913043478,0.3224043715846995,0.2377110694183865,0.1504802561366061,0.6666666666666666,0.3193277310924369,0.1672539346957951,0.890625,0.355868036776636,0.0638063806380638,0.4839701961856586,1.0,0.0,1.0,0.0,0.821917808219178
75.592758,12.40389,0.6704545454545454,0.3068181818181818,0.5833333333333334,0.0664112388250319,0.5526315789473685,0.7644110275689223,0.1821305841924398,0.406060606060606,0.6910828025477707,0.5489130434782609,0.7650273224043715,0.7,0.7310565635005336,0.1333333333333333,0.7394957983193278,0.6605590791637304,0.1953125,0.1649540292049756,0.7857535753575358,0.8927814614806207,0.8157894588243266,0.8400000254313151,1.0,0.4166666666666667,0.3559153175591532
79.597001,29.418427,0.4166666666666667,0.3522727272727273,0.1111111111111111,0.4638569604086845,0.3052631578947368,0.4611528822055137,0.436426116838488,0.303030303030303,0.3312101910828025,0.3369565217391304,0.4398907103825136,0.2418386491557223,0.1787620064034151,0.2666666666666666,0.4621848739495798,0.1956777073056143,0.71875,0.2888047593293672,0.0385038503850385,0.446305284024882,0.6578947450975964,0.6799999872843424,1.0,0.25,0.6069738480697385
79.612607,30.697338,0.0189393939393939,0.6136363636363636,0.1666666666666666,0.6538952745849298,0.0,0.137844611528822,0.6116838487972509,0.0,0.0477707006369426,0.0,0.1174863387978142,0.1759849906191369,0.1051227321237993,0.6333333333333333,0.2689075630252101,0.1188630490956072,0.8046875,0.2466197944835046,0.0561056105610561,0.3563128033358397,1.0,0.0,0.6666666666666666,0.0,1.0
88.524182,27.902968,0.0416666666666666,0.9659090909090908,0.3611111111111111,0.6309067688378033,0.0095238095238095,0.0776942355889724,0.7010309278350515,0.0425531914893617,0.0,0.005,0.1366120218579235,0.073545966228893,0.0581643543223052,0.1,0.4705882352941176,0.0636598543575287,0.109375,0.1508923742563548,0.0052255225522552,0.108312256476861,1.0,0.0,0.6666666666666666,0.0,0.9705739299610896
77.216264,32.225144,0.4015151515151515,0.4204545454545454,0.0,0.6362707535121328,0.4619047619047619,0.4010025062656641,0.584192439862543,0.4627659574468085,0.404320987654321,0.45,0.3825136612021858,0.3362101313320825,0.1840981856990395,1.0,0.1848739495798319,0.1949729856706601,1.0,0.413196322336398,0.0981848184818481,0.2736345614874564,0.8684210509804807,0.9333333333333332,0.6666666666666666,0.75,0.5919260700389105
76.444419,33.339947,0.0871212121212121,0.4886363636363636,0.0,0.956704980842912,0.2333333333333333,0.1077694235588972,0.8213058419243986,0.0,0.1358024691358024,0.205,0.0683060109289617,0.0769230769230769,0.0346851654215581,0.4516129032258064,0.0588235294117647,0.0375851538642236,0.3369565217391304,0.0367766360194699,0.0409790979097909,0.1410212591427985,1.0,0.0,0.6666666666666666,0.0,0.8365758754863813
76.695032,11.410204,0.4734848484848485,0.5568181818181818,0.7804878048780488,0.0422733077905491,0.3285714285714285,0.5664160401002506,0.2611683848797251,0.6,0.5370370370370371,0.3,0.6174863387978142,0.3264540337711069,0.192102454642476,0.6451612903225806,0.2521008403361344,0.1907446558609349,0.4347826086956521,0.1454840454299621,0.0305280528052805,0.2477271173696083,0.6578947450975964,0.6933333079020182,0.6666666666666666,0.4166666666666667,0.5459630350194552
78.788881,30.143899,0.5909090909090909,0.5795454545454546,0.2682926829268293,0.5320561941251596,0.719047619047619,0.5363408521303258,0.584192439862543,0.8028985507246377,0.4660493827160494,0.655,0.546448087431694,0.2534709193245779,0.2134471718249733,0.3225806451612903,0.5882352941176471,0.2241014799154334,0.5652173913043478,0.2990805840995132,0.0404290429042904,0.2697381912639278,0.6578947450975964,0.6799999872843424,1.0,0.25,0.3329280155642023
86.83333,27.7,0.0,0.9545454545454546,0.4878048780487805,0.5618135376756066,0.0,0.0426065162907268,0.6494845360824743,0.3681159420289855,0.0,0.0,0.081967213114754,0.0801125703564727,0.0736392742796158,0.064516129032258,0.6134453781512605,0.077989194268264,0.0815217391304347,0.180097349918875,0.0057755775577557,0.1418757262970811,0.0,0.0,0.0,0.0,1.0
77.866667,30.7,0.5338078291814946,0.3522727272727273,0.1707317073170731,0.5163473818646233,0.5822784810126582,0.5037593984962406,0.4914089347079037,0.736231884057971,0.52046783625731,0.6008583690987125,0.4890710382513661,0.3030018761726079,0.2545357524012807,0.4516129032258064,0.5966386554621849,0.2673244068592906,0.6358695652173914,0.3510005408328826,0.0492299229922992,0.359491421149771,0.6578947450975964,0.6799999872843424,1.0,0.25,0.4206414473684211
79.154853,30.942567,0.0,0.6363636363636364,0.1951219512195122,0.720051085568327,0.0,0.0,0.6872852233676976,0.3159420289855073,0.0,0.0,0.0,0.1191369606003752,0.0779082177161152,0.4193548387096774,0.2941176470588235,0.0845665961945031,0.4130434782608695,0.1768523526230394,0.0371287128712871,0.2726775582746599,1.0,0.0,0.6666666666666666,0.0,1.0
80.207832,30.310801,0.3449367088607595,0.5568181818181818,0.2926829268292683,0.561941251596424,0.3503937007874015,0.324390243902439,0.5360824742268041,0.5652173913043478,0.3089887640449438,0.3534136546184739,0.3125,0.2296435272045028,0.144076840981857,0.6451612903225806,0.3109243697478991,0.160676532769556,0.6141304347826086,0.339643050297458,0.0638063806380638,0.4619933009775104,1.0,0.0,0.6666666666666666,0.0,0.5956719817767654
77.174937,30.973874,0.6234177215189873,0.3863636363636363,0.1463414634146341,0.551213282247765,0.6811023622047244,0.5341463414634147,0.5292096219931272,0.7739130434782608,0.5730337078651685,0.6907630522088354,0.5364583333333334,0.2219512195121951,0.1824973319103522,0.3548387096774194,0.4621848739495798,0.1771200375851538,0.4945652173913043,0.2574364521362899,0.0506050605060506,0.2814614806206849,0.8684210509804807,0.9333333333333332,0.6666666666666666,0.75,0.3039104024297646
80.228668,30.078953,0.5063291139240507,0.5113636363636364,0.3170731707317073,0.5070242656449553,0.5275590551181102,0.4658536585365854,0.4914089347079037,0.6811594202898551,0.4578651685393258,0.5180722891566265,0.4557291666666667,0.2410881801125703,0.163820704375667,0.4838709677419355,0.3865546218487395,0.1797040169133192,0.5597826086956522,0.2606814494321254,0.0517051705170517,0.4412126597853578,1.0,0.0,0.6666666666666666,0.0,0.4595671981776765
80.255569,30.067022,0.6075949367088608,0.625,0.3658536585365853,0.5085568326947637,0.6929133858267716,0.5365853658536586,0.5360824742268041,0.7652173913043478,0.5393258426966292,0.642570281124498,0.5364583333333334,0.2868667917448405,0.2091782283884738,0.3870967741935484,0.5126050420168067,0.2323232323232323,0.5489130434782609,0.34559221200649,0.0431793179317931,0.4101100553694716,1.0,0.0,0.6666666666666666,0.0,0.3980637813211845
76.564833,11.276596,0.5316455696202531,0.5113636363636364,0.7804878048780488,0.0293742017879948,0.3976377952755905,0.5682926829268292,0.2336769759450171,0.5681159420289855,0.5589887640449438,0.4016064257028112,0.6197916666666666,0.3932457786116323,0.2646744930629669,0.7096774193548387,0.3277310924369748,0.2586328400281888,0.4565217391304347,0.1622498647917793,0.0693069306930693,0.3927131041082781,0.6578947450975964,0.6933333079020182,0.6666666666666666,0.4166666666666667,0.4476082004555808
78.603234,30.817588,0.5569620253164557,0.4318181818181818,0.2195121951219512,0.5320561941251596,0.5826771653543307,0.4902439024390244,0.5051546391752577,0.7246376811594203,0.5084269662921348,0.5943775100401606,0.4869791666666667,0.2335834896810506,0.1446104589114194,0.5806451612903226,0.3025210084033613,0.1646699553676298,0.6413043478260869,0.2368848025959978,0.058030803080308,0.3496137808462642,1.0,0.0,0.6666666666666666,0.0,0.4060364464692483
80.230682,30.081964,0.5063291139240507,0.5113636363636364,0.3170731707317073,0.5070242656449553,0.5275590551181102,0.4658536585365854,0.4914089347079037,0.6811594202898551,0.4578651685393258,0.5180722891566265,0.4557291666666667,0.2410881801125703,0.163820704375667,0.4838709677419355,0.3865546218487395,0.1797040169133192,0.5597826086956522,0.2606814494321254,0.0517051705170517,0.4412126597853578,1.0,0.0,0.6666666666666666,0.0,0.4430523917995444
79.61662,30.695885,0.180379746835443,0.6136363636363636,0.2682926829268293,0.6538952745849298,0.1732283464566929,0.1609756097560975,0.6116838487972509,0.4550724637681159,0.1601123595505618,0.1967871485943775,0.1588541666666666,0.1759849906191369,0.1051227321237993,0.6129032258064516,0.2689075630252101,0.1188630490956072,0.5597826086956522,0.2466197944835046,0.0561056105610561,0.3563128033358397,1.0,0.0,0.6666666666666666,0.0,0.8151100987091876
80.147522,30.295584,0.1613924050632911,0.5909090909090909,0.2926829268292683,0.6108556832694764,0.1338582677165354,0.1634146341463414,0.5738831615120275,0.4231884057971014,0.146067415730337,0.1485943775100401,0.1536458333333333,0.173545966228893,0.1109925293489861,0.4838709677419355,0.3193277310924369,0.1240310077519379,0.5054347826086957,0.2612222823147647,0.0492299229922992,0.3892610568049764,1.0,0.0,0.6666666666666666,0.0,0.8293470007593015
79.561705,30.618549,0.5886075949367089,0.5909090909090909,0.3170731707317073,0.536653895274585,0.6614173228346457,0.5097560975609756,0.5463917525773195,0.7565217391304347,0.5224719101123596,0.6305220883534136,0.5104166666666666,0.2105065666041276,0.1387406616862326,0.5806451612903226,0.3109243697478991,0.1439981207423067,0.5489130434782609,0.2125473228772309,0.058030803080308,0.302413015243694,1.0,0.0,0.6666666666666666,0.0,0.345292331055429
91.829398,27.639485,0.2848101265822785,1.0,0.4390243902439024,0.6128991060025543,0.2952755905511811,0.1560975609756097,0.7250859106529209,0.5507246376811594,0.1432584269662921,0.3012048192771084,0.2526041666666667,0.0754221388367729,0.0597652081109925,0.032258064516129,0.5462184873949579,0.0692976274371623,0.0380434782608695,0.1638723634396971,0.0016501650165016,0.1478911750632305,0.8552631686268752,0.8933333079020183,0.6666666666666666,0.4166666666666667,0.738800303720577
77.373238,32.311077,0.3164556962025316,0.5,0.1463414634146341,0.728735632183908,0.3464566929133858,0.2439024390243902,0.6460481099656358,0.2521739130434782,0.2921348314606741,0.3775100401606425,0.2395833333333333,0.1341463414634146,0.0570971184631803,0.6774193548387096,0.0336134453781512,0.0610758750293634,0.532608695652174,0.0767982693347755,0.0594059405940594,0.1806343564153394,0.8684210509804807,0.9333333333333332,0.6666666666666666,0.75,0.6359149582384207
80.185402,30.323997,0.1677215189873417,0.6022727272727273,0.2926829268292683,0.6140485312899105,0.1417322834645669,0.1658536585365853,0.5773195876288659,0.4289855072463768,0.148876404494382,0.1606425702811245,0.1588541666666666,0.1712945590994371,0.1093916755602988,0.4838709677419355,0.3193277310924369,0.1223866572703782,0.4945652173913043,0.2574364521362899,0.0486798679867986,0.3515619659580286,1.0,0.0,0.6666666666666666,0.0,0.8283978739559605
79.6,30.683332,0.4145569620253164,0.5454545454545454,0.2682926829268293,0.5696040868454662,0.4330708661417323,0.3707317073170731,0.5429553264604811,0.6231884057971014,0.3707865168539326,0.4377510040160642,0.3645833333333333,0.2926829268292683,0.1696905016008537,1.0,0.2521008403361344,0.1881606765327695,0.8695652173913043,0.3942671714440238,0.0932343234323432,0.436051678173491,1.0,0.0,0.6666666666666666,0.0,0.6651480637813212
79.605303,30.72804,0.2816455696202531,0.5909090909090909,0.2682926829268293,0.6255427841634739,0.2874015748031496,0.248780487804878,0.5876288659793815,0.5304347826086957,0.247191011235955,0.3012048192771084,0.2447916666666666,0.2255159474671669,0.1296691568836712,0.7647058823529411,0.2521008403361344,0.1463471928588207,0.7065217391304348,0.3023255813953488,0.0739823982398239,0.4485610773121881,1.0,0.0,0.6666666666666666,0.0,0.6735003796507213
80.231331,30.07796,0.5063291139240507,0.5113636363636364,0.3170731707317073,0.5070242656449553,0.5275590551181102,0.4658536585365854,0.4914089347079037,0.6811594202898551,0.4578651685393258,0.5180722891566265,0.4557291666666667,0.2410881801125703,0.163820704375667,0.4411764705882353,0.3865546218487395,0.1797040169133192,0.5597826086956522,0.2606814494321254,0.0517051705170517,0.4412126597853578,1.0,0.0,0.6666666666666666,0.0,0.4381169324221716
77.443194,32.307466,0.2784810126582278,0.5340909090909091,0.1463414634146341,0.7432950191570882,0.3149606299212598,0.2097560975609756,0.6666666666666666,0.1072463768115942,0.2556179775280899,0.3373493975903614,0.2057291666666666,0.1202626641651031,0.0490928495197438,0.5588235294117647,0.0252100840336134,0.0533239370448672,0.4945652173913043,0.0719307733910221,0.0544554455445544,0.1601955020848998,0.8684210509804807,0.9333333333333332,0.6666666666666666,0.75,0.665907365223994
94.087595,25.658169,0.6139240506329114,0.5909090909090909,0.4878048780487805,0.3947637292464879,0.515748031496063,0.5073170731707317,0.422680412371134,0.7710144927536232,0.4831460674157303,0.606425702811245,0.5677083333333334,0.3298311444652908,0.1953041622198505,0.2352941176470588,0.4201680672268907,0.2475922010805731,0.2880434782608695,0.5743645213628988,0.0143014301430143,0.463975664775446,0.6052631529414422,0.6400000254313151,0.6666666666666666,0.4166666666666667,0.2946089597570235
77.251407,32.383251,0.1962025316455696,0.5340909090909091,0.1219512195121951,0.7791826309067689,0.2401574803149606,0.1390243902439024,0.7010309278350515,0.017391304347826,0.1825842696629213,0.2489959839357429,0.1302083333333333,0.0966228893058161,0.0362860192102454,0.4705882352941176,0.0084033613445378,0.0404040404040404,0.4021739130434782,0.0659816116819902,0.044004400440044,0.1461138833823227,0.8684210509804807,0.9333333333333332,0.6666666666666666,0.75,0.7403189066059226
